,0,1,document,model,brand,DougScore
342,-0.070825376,0.015644655,"Page: Honda S2000
Summary: The Honda S2000 is a front-mid engine open top sports car that was manufactured by Japanese automobile manufacturer Honda, from 1999 until 2009. First shown as a concept car called the SSM at the Tokyo Motor Show in 1995, the production version was launched on April 15, 1999, to celebrate the company's 50th anniversary. The S2000 is named for its engine displacement of two litres, while ""S"" stood for ""sports"" carrying on in the tradition of the S500, S600, and S800 roadsters of the 1960s.",Honda S2000 CR,Honda,55.0
343,-0.070825376,0.015644655,"Page: Honda S2000
Summary: The Honda S2000 is a front-mid engine open top sports car that was manufactured by Japanese automobile manufacturer Honda, from 1999 until 2009. First shown as a concept car called the SSM at the Tokyo Motor Show in 1995, the production version was launched on April 15, 1999, to celebrate the company's 50th anniversary. The S2000 is named for its engine displacement of two litres, while ""S"" stood for ""sports"" carrying on in the tradition of the S500, S600, and S800 roadsters of the 1960s.",Honda S2000,Honda,55.0
344,0.33016545,0.19839026,"Page: Ford Bronco Sport
Summary: The Ford Bronco Sport is a compact crossover SUV sold by Ford and marketed under the Bronco nameplate. It was released alongside the Bronco body-on-frame SUV, featuring a similar retro and off-road styling in a smaller footprint. The vehicle is based on the front-wheel drive-based, unibody C2 platform, which is also used by the Ford Escape crossover and Maverick pickup.",Ford Bronco Sport,Ford,55.0
345,0.077201106,-0.14847492,"Page: Lexus IS
Summary: The Lexus IS (Japanese: レクサス・IS, Hepburn: Rekusasu IS) is a compact executive car (D-segment in Europe) sold by Lexus, a luxury division of Toyota since 1999. The IS was originally sold under the Toyota Altezza (Japanese: トヨタ・アルテッツァ, Hepburn: Toyota Arutettsua) nameplate in Japan from 1998 (the word Altezza is Italian for 'height' or 'highness'). The IS was introduced as an entry-level sport model positioned below the ES in the Lexus lineup.
The first-generation Altezza (codename XE10) was launched in Japan in October 1998, while the Lexus IS 200 (GXE10) made its debut in Europe in 1999 and in North America as the IS 300 (JCE10) in 2000. The first-generation models were powered by a straight-six engine and available in sedan and wagon variants. The second-generation IS (codename XE20) was launched globally in 2005 with V6-powered IS 250 (GSE20) and IS 350 (GSE21) sedan models, followed by a high-performance V8 sedan version, the IS F, in 2007, and coupé convertible versions, the IS 250 C and IS 350 C, in 2008. The third-generation Lexus IS premiered in January 2013 and includes the V6-powered IS 350 and IS 250, turbocharged IS 200t/300, hybrid IS 300h and performance-tuned F Sport variants. The IS designation stands for ""Intelligent Sport"".",Lexus IS350 F-Sport,Lexus,55.0
346,-0.052455418,0.044155374,"Page: Mitsubishi Lancer Evolution X
Summary: The Mitsubishi Lancer Evolution X is the tenth and final generation of the Lancer Evolution, a sports sedan produced by Japanese manufacturer Mitsubishi Motors.
By September 2005, Mitsubishi introduced a concept version of the next-gen Evolution at the 39th Tokyo Motor Show named the Concept-X, designed by Omer Halilhodžić at the company's European design centre.Mitsubishi unveiled a second concept car, the Prototype-X, at the 2007 North American International Auto Show (NAIAS).The Lancer Evolution X sedan features a 4B11T 2.0L (1998cc) turbocharged, all-aluminium inline-4 GEMA engine. Power and torque depend on the market but all versions have at least 280 PS (206 kW; 276 hp). (JDM version), the American market version has slightly more. The UK models were reworked by Mitsubishi UK, in accordance with previous MR Evolutions bearing the FQ badge. Options for the UK Evolutions are 300 hp (220 kW) and 360 hp (270 kW).
Two versions of the car are offered in the U.S. The Lancer Evolution MR, with 6-speed Twin Clutch Sportronic Shift Transmission (TC-SST). The other version is the GSR which has a 5-speed manual transmission system. The car also has a new full-time four-wheel drive system named S-AWC (Super All Wheel Control), an advanced version of Mitsubishi's AWC system used in previous generations. The S-AWC uses torque vectoring technology to send different amounts of torque to the rear wheels.
It also featured Mitsubishi's new 6-speed SST dual-clutch automatic transmission with steering-mounted magnesium alloy shift paddles. It has replaced the Tiptronic automatic transmission, hence the SST version replaced the GT-A version (which was used in Evolution VII and Evolution IX Wagon). A 5-speed manual gearbox was also available. The Lancer Evolution also incorporated Mitsubishi's next-generation RISE safety body.
The Evolution X went on sale October 2, 2007 in Japan, January 2008 in the US, February in Canada (as the first version of Evolution in Canada) and by March 2008 in the UK. The Twin Clutch SST version was available in Japan from November 2007. Europe followed with sales in May, GSR and MR version included premium package. The introduction of the 2010 MR-Touring moved the car even further upscale. Leather and a moonroof became standard while revising the rear spoiler to just a lip spoiler.
In 2014, it was revealed that Mitsubishi would discontinue production of the Mitsubishi Lancer Evolution after the 2015 model year.",Mitsubishi Evolution X,Mitsubishi,55.0
347,-0.029132716,0.06329185,"Page: Maserati Coupé
Summary: The Maserati Coupé and Spyder (Tipo M138) are a series of grand tourers produced by Italian automaker Maserati from 2001 to 2007. The two nameplates refer to the four-seater coupé and two-seater convertible models, respectively. The design of both models was based on the preceding 3200 GT, which was not sold in the US. Due to the confusing nature of the names ""Maserati Coupé"" and ""Maserati Spyder"" (which could refer to any coupé or convertible Maserati has made) the Coupé and Spyder are both commonly referred to as the 4200 GT, which is an evolution of the prior model name and a reference to the increase in engine displacement from 3.2 L (3,217 cc) to 4.2 L (4,244 cc).The Spyder was first unveiled to the public at the 2001 Frankfurt Auto Show with the Coupé's debut following shortly thereafter at the 2002 Detroit Auto Show. Sales in the United States began in March 2002 for the Spyder and in May for the Coupé. The introduction of the Spyder heralded Maserati's return to the North American market after an 11-year hiatus. Almost as soon as it was introduced, the Spyder was selected by Forbes as the Best GT for 2001.The Coupé and Spyder were designed by Giorgetto Giugiaro of ItalDesign, who also designed the Ghibli, mid-engined Bora, Quattroporte III and the 3200 GT as well. Interior design was commissioned to Enrico Fumia and was based heavily on the 3200 GT's interior, restyled in 1999. The cars were built at the Viale Ciro Menotti plant in Modena, Italy. In total, 13,423 cars were produced before being replaced by the GranTurismo.",Maserati Coupe (6-Speed),Maserati,55.0
348,-0.031863995,0.10851161,"Page: Infiniti Q50
Summary: The Infiniti Q50 is a compact executive car manufactured by Nissan for its luxury brand, Infiniti. Replacing the G/Q40 sedan, it debuted at the 2013 North American International Auto Show and went on sale in North America in the third quarter 2013 and in Europe in fourth quarter 2013. It is the export model of the Japanese domestic market's V37 Nissan Skyline.
The design of the Q50 continues to follow the designs first shown by the 2009 Infiniti Essence concept and the production 2011 Infiniti M. The Q50 is also the first instance of a hybrid model in Infiniti's entry-level model but was later removed for the 2019 model year.",Infiniti Q50 Red Sport 400,Infiniti,55.0
349,-0.01468453,0.020555343,"Page: Nissan 370Z
Summary: The Nissan 370Z (known as the Fairlady Z Z34 in Japan) is a 2-door, 2-seater sports car (S-segment in Europe) manufactured by Nissan Motor Company. It was announced on October 29, 2006, and was first shown at an event in Los Angeles ahead of the 2008 Greater LA Auto Show, before being officially unveiled at the show itself. The 370Z is the sixth generation of the Nissan Z-car line, succeeding the 350Z.
The 370Z marks the last production car with a naturally aspirated and high-rev V6 coupled to a manual transmission.  The 2020 model year was the final model year for the 370Z. The line was continued by the Nissan Z (RZ34) on a modified version of the same platform.",Nissan 370Z Nismo,Nissan,55.0
350,0.052284166,-0.12928328,"Page: Lexus LS
Summary: The Lexus LS (Japanese: レクサス・LS, Hepburn: Rekusasu LS) is a full-size luxury sedan (F-segment in Europe) serving as the flagship model of Lexus, the luxury division of Toyota. For the first four generations, all LS models featured V8 engines and were predominantly rear-wheel-drive. In the fourth generation, Lexus offered all-wheel-drive, hybrid, and long-wheelbase variants. The fifth generation changed to using a V6 engine with no V8 option, and only one length was offered.
As the first model developed by Lexus, the LS 400 debuted in January 1989 with the second generation debuting in November 1994. The LS 430 debuted in January 2000 and the LS 460/LS 460 L series in 2006. A domestic-market version of the LS 400 and LS 430, badged as Toyota Celsior (Japanese: トヨタ・セルシオ, Hepburn: Toyota Serushio), was sold in Japan until the Lexus marque was introduced there in 2006. In 2006 (for the 2007 model year), the fourth generation LS 460 debuted the first production eight-speed automatic transmission and an automatic parking system. In 2007, V8 hybrid powertrains were introduced on the LS 600h/LS 600h L sedans.
Development of the LS began in 1983 as the F1 project, the code name for a secret flagship sedan. At the time, Toyota's two existing flagship models were the Crown and Century models – both of which catered exclusively for the Japanese market and had little global appeal that could compete with international luxury brands such as Mercedes-Benz, BMW and Jaguar. The resulting sedan followed an extended five-year design process at a cost of over US$1 billion, and premiered with a new V8 engine and numerous luxury features. The Lexus LS was intended from its inception for export markets, and the Lexus division was formed to market and service the vehicle internationally. The original LS 400 debuted to strong sales, and was largely responsible for the successful launch of the Lexus marque.
Since the start of production, each generation of the Lexus LS has been manufactured in the Japanese city of Tahara, Aichi. The name ""LS"" stands for ""Luxury Sedan"", although some Lexus importers have preferred to define it as ""Luxury Saloon"". The name ""Celsior"" is taken from Latin word ""celsus"", meaning ""lofty"" or ""elevated"".",Lexus LS 600hL,Lexus,55.0
351,-0.27554238,-0.34091017,"Page: Mercedes-Benz GLE
Summary: The Mercedes-Benz GLE, formerly Mercedes-Benz M-Class (designated with the ""ML"" nomenclature), is a mid-size luxury SUV produced by the German manufacturer Mercedes-Benz since 1997. In terms of size, it is slotted in between the smaller GLC and the larger GLS, the latter with which it shares platforms.
The first-generation M-Class, designated with the model code W163, is a body-on-frame SUV and was produced until 2004. For a short time, between 1999 and 2002, the W163 M-Class was also built by Magna Steyr in Graz, Austria, for the European market, before all production moved to the U.S. plant near Vance, Alabama. The second-generation M-Class (W164) moved to a unibody platform while sharing most components with the GL-Class, which sports a longer body to accommodate third-row seating.
Since April 2015, the M-Class has been renamed to the GLE with the release of the facelifted W166 model, in an effort to harmonize Mercedes-Benz SUV nameplates by aligning it with the E-Class.",Mercedes-Benz AMG GLE63 Coupe,Mercedes-Benz,55.0
352,0.016434396,0.12204105,"Page: Mazda MX-5
Summary: The Mazda MX-5 is a lightweight two-passenger sports car manufactured and marketed by Mazda with a front mid-engine, rear-wheel-drive layout. The convertible is marketed as the Mazda Roadster (マツダ・ロードスター, Matsuda Rōdosutā) or Eunos Roadster (ユーノス・ロードスター, Yūnosu Rōdosutā) in Japan, and as the Mazda Miata () in the United States, and formerly in Canada, where it is now marketed as the MX-5 but is still commonly referred to as Miata.
Manufactured at Mazda's Hiroshima plant, the MX-5 debuted in 1989 at the Chicago Auto Show and was conceived and executed under a tightly focused design credo, Jinba ittai (人馬一体), meaning ""oneness of horse and rider"". Widely noted for its small, light, technologically modern, dynamically balanced and minimally complex design, the MX-5 has frequently been called a spiritual successor to 1950s and '60s Italian and British roadster sports cars. The Lotus Elan was used as a design benchmark.
Generations were internally designated with a two-letter code, beginning with the first generation, the NA. The second generation (NB) launched in 1998 for MY 1999; followed by the third generation (NC) in 2005 for MY 2006, and the fourth generation (ND) in 2015 for MY 2016.
As the best-selling two-seat convertible sports car in history, the MX-5 has been marketed globally, with production exceeding one million, as of early 2016. The name miata derives from Old High German for ""reward"".",Mazda MX-5 Miata RF,Mazda,55.0
353,-0.006574714,0.2655204,"Page: Fiat 500
Summary: The Fiat 500 (Italian: Cinquecento, pronounced [ˌtʃiŋkweˈtʃɛnto]) is a city car that was manufactured and marketed by Fiat Automobiles from 1957 until 1975. It was sold as a two-door semi-convertible or saloon car and as a three-door panel van or estate car.
Launched as the Nuova (new) 500 in July 1957, as a successor to the 500 ""Topolino"", it was an inexpensive and practical small car. Measuring 2.97 metres (9 feet 9 inches) long, and originally powered by a rear-mounted 479 cc two-cylinder, air-cooled engine, the 500 was 24.5 centimetres (9.6 inches) smaller than Fiat's 600, launched two years earlier, and is considered one of the first purpose-designed city cars.
In 1959, Dante Giacosa received a Compasso d'Oro industrial design prize for the Fiat 500. It was the first time when it was awarded to an automotive industry.In 2007, the 50th anniversary of the Nuova 500's launch, Fiat launched another new 500, stylistically inspired by the 1957 Nuova 500, featuring a front-mounted engine and front-wheel drive.
In 2017 Fiat celebrated the 60th anniversary with an exhibit at the Museum of Modern Art in New York City and received one of the Corporate Art Awards by pptArt at an event hosted by the President of the Italian Republic Sergio Mattarella at the Quirinal Palace.",Fiat 500 Abarth,Fiat,55.0
354,-0.21804,0.26261887,"Page: Ferrari 250 GT Lusso
Summary: The Ferrari 250 GT Berlinetta Lusso is a GT car which was manufactured by Italian automaker Ferrari from 1962 to 1964. Sometimes known as the GTL, GT/L or just Lusso, it is larger and more luxurious than the 250 GT Berlinetta. The 250 GT Lusso, which was not intended to compete in sports car racing, is considered to be one of the most elegant Ferraris.",Ferrari 250 GT Lusso,Ferrari,55.0
355,0.0052634734,-0.085220724,"Page: Volvo XC90
Summary: The Volvo XC90 is a mid-size luxury SUV manufactured and marketed by Volvo Cars since 2002 and now in its second generation.
The first generation was introduced at the 2002 North American International Auto Show and used the Volvo P2 platform shared with the first generation Volvo S80 and other large Volvo cars. It was manufactured at Volvo's Torslandaverken. Volvo moved production equipment of the first generation to China and ended Swedish production at the end of 2014, renaming the car as the Volvo XC Classic (or Volvo XC90 Classic).
At the end of 2014, the second generation XC90 was introduced. It is based on a new global platform, the Scalable Product Architecture (SPA). Both generations of the XC90 have won Motor Trend's SUV of the Year award in their debuts.
In late 2022, the electric-only EX90 was introduced as the successor of the XC90.",Volvo XC90 Excellence,Volvo,55.0
356,-0.3511153,-0.1422856,"Page: BMW M3
Summary: The BMW M3 is a high-performance version of the BMW 3 Series, developed by BMW's in-house motorsport division, BMW M GmbH. M3 models have been produced for every generation of 3 Series since the E30 M3 was introduced in 1986.
The initial model was available in a coupé body style, with a convertible body style made available soon after. M3 saloons were offered initially during the E36 (1994–1999) and E90 (2008–2012) generations. Since 2014, the coupé and convertible models have been rebranded as the 4 Series range, making the high-performance variant the M4, so that generation of 3 Series saw the M3 produced only as a saloon. In 2020, the M3 was produced as an estate (Touring) for the first time, alongside the saloon.",BMW M3 Coupe (Euro),BMW,54.0
357,-0.05180177,0.06944113,"Page: Subaru Levorg
Summary: The Subaru Levorg (Japanese: スバル・レヴォーグ, Hepburn: Subaru Revuōgu) is a mid-size car manufactured since 2014 by Subaru. According to the company, the name Levorg is an Blend word or portmanteau of three words: legacy, revolution and touring. The first Levorg shares its platform with the Impreza/WRX and the Legacy. The second generation Levorg sits on the Subaru Global Platform used by the majority of Subaru's family cars.
The Levorg was first shown as a pre-production concept car at the 43rd Tokyo Motor Show in November 2013. Subaru began collecting orders on the Japanese market on 4 January 2014, and the car went on sale in May. In February 2015, Subaru announced the introduction of the Levorg on the European market, and the car made its première on the continent at the Geneva Motor Show in March of the same year.",Subaru Solterra Touring,Subaru,54.0
358,0.1522692,0.17171194,"Page: Ford Mustang SVT Cobra
Summary: The Ford SVT Mustang Cobra (also known as ""SVT Mustang Cobra, SVT Cobra,"" or simply as ""Cobra"") is a pony car that was built by American automobile manufacturer Ford Motor Company's Special Vehicle Team division (or SVT) for the 1993 to 2004 model years.
The SVT Cobra was a high-performance version of the Ford Mustang and was considered the top-of-the-line variant, being positioned above the Mustang GT and Mach 1 models during its production run. On three occasions, the race-ready, street-legal SVT Cobra R variant was produced in limited numbers.
The SVT Cobra was succeeded by the Mustang Shelby GT500 which was introduced for the 2007 model year.",Ford Mustang Cobra Convertible,Ford,54.0
359,0.122811735,-0.070670135,"Page: Lexus LX
Summary: The Lexus LX (Japanese: レクサス・LX, Hepburn: Rekusasu LX) is a full-size luxury SUV sold by Lexus, a luxury division of Toyota since January 1996, having entered manufacturing in November 1995. It is Lexus' largest and most expensive luxury SUV. Four generations have been produced, all based heavily on the long-running Toyota Land Cruiser SUVs. The first-generation LX 450 started production in 1995 as Lexus' first entry into the SUV market. Its successor, the LX 470, premiered in 1998 and was manufactured until 2007. The third-generation LX debuted at the New York International Auto Show in April 2007. The fourth-generation LX debuted in October 2021.
The first-generation LX 450 had a straight-six engine and seats for seven passengers. The second and third-generations had a V8 engine powertrain, a welded steel body-shell combined with full-size steel ladder frame (body-on-frame construction), and seats for eight passengers. The fourth-generation model has a twin-turbocharged V6 engine powertrain and seats for seven passengers as standard and four passengers as an option. The second-generation LX 470 shared exterior styling with the Japanese domestic market Land Cruiser Cygnus.
According to Lexus, the ""LX"" name stands for ""Luxury Crossover"". However, some Lexus importers use the backronymic name, ""Luxury Four Wheel Drive"".",Lexus LX570,Lexus,54.0
360,-0.26383907,-0.12718467,"Page: Mercedes-Benz 300 SL
Summary: The Mercedes-Benz 300 SL (chassis code W 198) is a two-seat sports car that was produced by Mercedes-Benz from 1954 to 1957 as a gullwinged coupé and from 1957 to 1963 as a roadster. The 300 SL traces its origins to the company's 1952 racing car, the W194, and was equipped with a mechanical direct fuel injection system that significantly increased the power output of its three-liter overhead camshaft straight-six engine. 
The 300 SL was capable of reaching speeds of up to 263 km/h (163 mph), earning it a reputation as a sports car racing champion and making it the fastest production car of its time. The car's iconic gullwing doors and innovative lightweight tubular-frame construction contributed to its status as a groundbreaking and highly influential automobile. 
The designation ""SL"" is an abbreviation of the German term ""super-leicht,"" meaning ""super-light,"" a reference to the car's racing-bred lightweight construction. The 300 SL was introduced to the American market at the suggestion of Max Hoffman, Mercedes-Benz's United States importer at the time, who recognized the potential demand for a high-performance sports car among American buyers. The Mercedes-Benz 300 SL remains a highly sought-after classic car and is celebrated for its performance, design, and technological advancements.",Mercedes-Benz 300SL Gullwing,Mercedes-Benz,54.0
361,-0.32164857,-0.40120888,"Page: Mercedes-AMG
Summary: Mercedes-AMG GmbH, commonly known as AMG (Aufrecht, Melcher, Großaspach), is the high-performance subsidiary of Mercedes-Benz AG. AMG independently hires engineers and contracts with manufacturers to customize Mercedes-Benz AMG vehicles. The company has its headquarters in Affalterbach, Baden-Württemberg, Germany.
AMG was originally an independent engineering firm specializing in performance improvements for Mercedes-Benz vehicles. DaimlerChrysler AG took a controlling interest in 1999, then became the sole owner of AMG in 2005. Mercedes-AMG GmbH is now a wholly owned subsidiary of Mercedes-Benz AG, which is in turn owned by the Mercedes-Benz Group.AMG models typically have more aggressive looks, higher performance, better handling, better stability and more carbon fibre than their regular Mercedes-Benz counterparts. AMG models are typically the most expensive and highest-performing variant of each Mercedes-Benz class. AMG has also made special variants of some Mitsubishi and Honda models.
AMG variants are usually badged with two numerals, as opposed to regular Mercedes-Benz vehicles, which have three (e.g. ""E 63"" as opposed to ""E 350""). The numerals do not always indicate engine size, but are rather a tribute to earlier heritage cars, such as the 300 SEL 6.3 litre. For example, newer-model AMG V8s such as the E 63 actually have 4.0L V8s.
The world's first stand-alone Mercedes-AMG dealership, AMG Sydney, was opened in Sydney, Australia in 2018.",Mercedes-Benz SLK55 AMG,Mercedes-Benz,54.0
362,-0.062083635,0.044699844,"Page: Subaru Impreza
Summary: The Subaru Impreza (Japanese: スバル・インプレッサ, Hepburn: Subaru Inpuressa) is a compact car that has been manufactured by the Japanese automaker Subaru since 1992. It was introduced as a replacement for the Leone, with the predecessor's EA series engines replaced by the new EJ series. It is now in its sixth generation.
Subaru has offered a 5-door hatchback body variant since 2008. The firm also offered a coupé from 1995 until 2001, a 4-door sedan up to the fifth generation, and a 5-door wagon from the Impreza's introduction which was replaced by a hatchback with the third generation in 2008. Mainstream versions have received ""boxer"" flat-four engines ranging from 1.5- to 2.5-liters, with the performance-oriented Impreza WRX and WRX STI models upgraded with the addition of turbochargers. Since the third generation series, some markets have adopted the abbreviated Subaru WRX name for these high-performance variants. The first three generations of Impreza were also available with an off-road appearance package called the Outback Sport, exclusive to the North American market. For the fourth generation, this appearance package was renamed the XV (Crosstrek in North America), and is sold internationally. Colloquially, the car is sometimes referred to as Scooby.Subaru has offered front- and all-wheel drive layouts for the Impreza. Since the late-1990s, some markets have restricted sales to the all-wheel drive model, putting the Impreza in a unique selling proposition in the global compact class, which is usually characterized by front-wheel drive. Japanese models remain available in both configurations.",Subaru Impreza 22B,Subaru,54.0
363,-0.10170624,-0.063818224,"Page: Bentley Brooklands
Summary: Bentley Brooklands is the name of two distinct models produced by British automobile manufacturer Bentley Motors. The first Brooklands was a full-size luxury saloon, launched in 1992 to replace the Bentley Mulsanne and in turn succeeded by the Bentley Arnage in 1998.
Bentley resurrected the nameplate in 2007 with the Brooklands Coupé, a 2-door, 4-seater hardtop coupé version of the Bentley Azure. It was made between 2008 and 2011 in limited numbers.
These cars were named after Brooklands, a banked race track in Surrey, where Bentley obtained some of its greatest triumphs in the 1920s and 1930s.",Bentley Brooklands,Bentley,54.0
364,0.29806286,0.007747384,"Page: Lincoln Corsair
Summary: The Lincoln Corsair is a compact luxury crossover marketed and sold by the Lincoln brand of Ford Motor Company since the 2020 model year. It replaces the outgoing MKC.
In 2020, the Corsair was the best-selling vehicle for the Lincoln brand.",Lincoln Corsair,Lincoln,54.0
365,0.065718666,0.061421603,"Page: Jaguar F-Pace
Summary: The Jaguar F-Pace (X761) is a  compact luxury crossover SUV made by Jaguar Land Rover, a British car manufacturer, under their Jaguar marque. It is the first model to be built by Jaguar in the SUV class. It was formally announced at the 2015 North American International Auto Show in Detroit, with sales commencing in 2016 following an unveiling at the International Motor Show Germany in Frankfurt in September 2015. The design of the F-Pace is based on the 2013 Jaguar C-X17 concept car. The 2017 Jaguar F-PACE has been named the honorary winner of the 2017 World Car of the Year and World Car Design of the Year Awards at the New York International Auto Show.The F-Pace is built at Jaguar Land Rover's Solihull plant along with the Range Rover Velar and employs an additional 1,300 workers.",Jaguar F-Pace S,Jaguar,54.0
366,-0.062083635,0.044699844,"Page: Subaru Impreza
Summary: The Subaru Impreza (Japanese: スバル・インプレッサ, Hepburn: Subaru Inpuressa) is a compact car that has been manufactured by the Japanese automaker Subaru since 1992. It was introduced as a replacement for the Leone, with the predecessor's EA series engines replaced by the new EJ series. It is now in its sixth generation.
Subaru has offered a 5-door hatchback body variant since 2008. The firm also offered a coupé from 1995 until 2001, a 4-door sedan up to the fifth generation, and a 5-door wagon from the Impreza's introduction which was replaced by a hatchback with the third generation in 2008. Mainstream versions have received ""boxer"" flat-four engines ranging from 1.5- to 2.5-liters, with the performance-oriented Impreza WRX and WRX STI models upgraded with the addition of turbochargers. Since the third generation series, some markets have adopted the abbreviated Subaru WRX name for these high-performance variants. The first three generations of Impreza were also available with an off-road appearance package called the Outback Sport, exclusive to the North American market. For the fourth generation, this appearance package was renamed the XV (Crosstrek in North America), and is sold internationally. Colloquially, the car is sometimes referred to as Scooby.Subaru has offered front- and all-wheel drive layouts for the Impreza. Since the late-1990s, some markets have restricted sales to the all-wheel drive model, putting the Impreza in a unique selling proposition in the global compact class, which is usually characterized by front-wheel drive. Japanese models remain available in both configurations.",Subaru Impreza WRX STI,Subaru,54.0
367,-0.3818019,-0.16544724,"Page: BMW 3 Series (E46)
Summary: The fourth generation of the BMW 3 Series range of compact executive cars is designated under the model code E46, which was produced by the German automaker BMW from 1997 to 2006, and was the successor to the E36 3 Series which ceased production in 2000. First introduced in November 1997, the E46 was available in sedan, coupé, convertible, station wagon and hatchback body styles. The latter has been marketed as the 3 Series Compact.
The M3 performance model was introduced in June 2000 with a 2-door coupé body style, followed by the convertible counterpart in April 2001. The M3 is powered by the BMW S54 straight-six engine with either a 6-speed manual or a 6-speed SMG-II automated manual transmission.The E46 line-up was phased out starting from late 2004, following the introduction of the E90 3 Series sedans. However, the E46 coupé and convertible body styles remained in production until August 2006.",BMW M3 Coupe (E46),BMW,54.0
368,-0.33405074,-0.24270838,"Page: Mercedes-Benz SL-Class
Summary: The Mercedes-Benz SL-Class (marketed as Mercedes-AMG SL since 2022) is a grand touring sports car manufactured by Mercedes-Benz since 1954. The designation SL derives from the German Sport-Leicht (English: Sport Light).
Initially, the first 300 SL was a racing sports car built in 1952 
with no intention of developing a street version. In 1954, an American importer Max Hoffman suggested the street version of 300 SL for the wealthy performance car enthusiasts in the United States where the market for the personal luxury car was booming after the Second World War.",Mercedes-Benz SL500,Mercedes-Benz,54.0
369,-0.005931255,-0.308385,"Page: Hyundai Equus
Summary: The Hyundai Equus (Korean: 현대 에쿠스; RR: Hyundai Equus) is a full-size, front-engine, rear-drive, four-door, five passenger luxury sedan manufactured and marketed by Hyundai from 1999 to 2016. The name ""equus"" is the Latin word for ""horse"".
In 2009, Hyundai released the second generation with a rear-wheel drive platform and competing with the BMW 7 Series, Mercedes S-Class, Audi A8 and Lexus LS. As of August 2014, the second generation is sold in South Korea, Russia, China, United States, Canada, Central America, and South America — as well as in the Middle East under the Hyundai Centennial nameplate.
On November 4, 2015, Hyundai officially announced the Genesis model would be spun off into Genesis Motor, the new luxury vehicle division for Hyundai. The 2016 successor to the Hyundai Equus has been rebranded as Genesis G90 (EQ900 in Korea until 2018).",Hyundai Equus Ultimate,Hyundai,54.0
370,0.1537905,-0.14124171,"Page: Range Rover Evoque
Summary: The Land Rover Range Rover Evoque (generally known simply as the Range Rover Evoque) is a subcompact luxury crossover SUV developed and produced by Jaguar Land Rover under their Land Rover marque. The original Evoque was a development of the Land Rover LRX concept vehicle, which was unveiled at the North American International Auto Show in January 2008. The first generation Evoque was produced from July 2011 until 2018 in three and five-door versions, with both two-wheel and four-wheel drive. The second generation of the car went into production in 2018.",Land Rover Range Rover Evoque,Land Rover,54.0
371,-0.13686821,0.018993901,"Page: Porsche 911 GT3
Summary: The Porsche 911 GT3 is a high-performance homologation model of the Porsche 911 sports car. It is a line of high-performance models, which began with the 1973 911 Carrera RS.
The GT3 has had a successful racing career in the one-make national and regional Porsche Carrera Cup and GT3 Cup Challenge series, as well as the international Porsche Supercup supporting the FIA Formula 1 World Championship.",Porsche 911 Carrera RS (993),Porsche,54.0
372,-0.20109092,-0.00921335,"Page: Porsche 928
Summary: The Porsche 928 is a two door 2+2, high performance, grand touring super car  produced by Porsche AG of Germany from 1978 until 1995. Originally conceptualised to cater for an evolving automotive market, it was Porsche’s first entirely in-house design for a production car  and was ultimately intended to replace the Porsche 911 as Porsche’s flagship model. The 928 combined the handling and performance aspects of a sports car with the ride, load space and comfort of a luxury car. Porsche executives believed the package would have wider appeal than the compact, somewhat antiquated and slow-selling air-cooled 911. The 928 was the company's first production V8-powered model and its only coupé powered by a front-mounted V8 engine. It was particularly notable for its’ record-setting high top speed. On its' release in 1978, the 928's advanced design & construction won it the European Car of the Year.",Porsche 928 GTS,Porsche,54.0
373,0.08085425,-0.11548715,"Page: Mitsubishi 3000GT
Summary: The Mitsubishi 3000GT is a front-engine, all-wheel/front-wheel drive grand touring/sports car manufactured and marketed by Mitsubishi from 1990 until 2000 over three different generations. Manufactured in a three-door hatchback coupé body style in Nagoya, Japan, the 2+2 four-seaters were marketed in the Japanese domestic market (JDM) as the GTO, and globally as 3000GT. In North America, it was sold both as the Mitsubishi 3000GT (1991–1999) and the Dodge Stealth (1991–1996), a badge engineered, mechanically identical captive import. As a collaborative effort between Chrysler and Mitsubishi Motors, Chrysler was responsible for the Stealth's exterior styling.The car was based on Mitsubishi's Sigma/Diamante and retained their transverse mounted 3-liter, 24-valve V6 engines and front-wheel-drive layout. The GTO's engines were naturally aspirated or with twin-turbochargers and were also available with active aerodynamics (automatically adjusting front and rear spoilers), four-wheel-steering, full-time all-wheel-drive and adaptive suspension.Mitsubishi marketed a retractable hardtop variant, which were engineered and converted from coupé models in California by ASC, and sold as the GT Spyder or VR4 Spyder for model years 1993–1995. These were the first fully automated retractable hardtop marketed since the 1959 Ford Skyliner.The JDM model took its name from the Galant GTO, a two-door hardtop coupé marketed by the company in the early 1970s, which in turn took its name from the Ferrari 250 GTO, short for Gran Turismo Omologata – ""Omologata"" signifying that it met motorsport homologation requirements.",Mitsubishi 3000GT VR-4,Mitsubishi,54.0
